measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,91,Portugal,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,0.6763640612999999,0.7697183719,0.5853507446
1,Deaths,91,Portugal,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,136.48837487554,164.75500551686,113.2180993858
1,Deaths,91,Portugal,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,1.263812828,1.525547486,1.048341983
1,Deaths,130,Mexico,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,67329.081639021,70179.363528854,65060.467370543
1,Deaths,130,Mexico,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,52.997202147,55.24076405,51.211495883999994
1,Deaths,130,Mexico,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,1130.5378724777,1206.127687848,1057.3603745605
1,Deaths,130,Mexico,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.8898880878,0.9493875949999999,0.8322873327000001
1,Deaths,130,Mexico,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,14373.361249603,15908.754229239,12961.464501449
1,Deaths,130,Mexico,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,11.313802679,12.522366887,10.20244672
1,Deaths,130,Mexico,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,11177.579627081,12014.449483062,10406.68251451
1,Deaths,130,Mexico,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,8.798285126,9.457016859000001,8.191484084999999
1,Deaths,81,Germany,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,39462.300928705,43662.057870122,35058.422716239
1,Deaths,81,Germany,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,47.187844757,52.209792193,41.921818047
1,Deaths,81,Germany,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,61.715853790804,70.344475379866,53.957907465445
1,Deaths,81,Germany,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.07379798035,0.08411583394000001,0.06452125945
1,Deaths,81,Germany,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,933.1401059828,1138.9802903293,762.18951155636
1,Deaths,81,Germany,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,1.115821215,1.361958766,0.9114035492999999
1,Deaths,81,Germany,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,568.26314877164,702.17945554022,462.32206580916
1,Deaths,81,Germany,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,0.6795121863,0.8396453267999999,0.5528309885
1,Deaths,159,South Asia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,3682694.7017631,3852002.5404482,3504295.018701
1,Deaths,159,South Asia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,217.785849236,227.798311971,207.235710695
1,Deaths,159,South Asia,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,92415.851719089,108679.63069027,81007.819551775
1,Deaths,159,South Asia,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,5.465254799,6.42705636,4.790610546
1,Deaths,159,South Asia,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,945212.195082,992477.4924622,899954.58529949
1,Deaths,159,South Asia,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,55.89761422,58.69276938,53.221185225999996
1,Deaths,159,South Asia,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,77088.218713833,95288.793944038,59795.773083304
1,Deaths,159,South Asia,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,4.5588149079999996,5.6351538660000005,3.5361805200000003
1,Deaths,22,Fiji,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,924.35307031301,1153.9725466307,749.61934304089
1,Deaths,22,Fiji,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,103.63582987299999,129.380112048,84.04518012
1,Deaths,22,Fiji,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,17.341961366016,23.877036830202,11.812867083214
1,Deaths,22,Fiji,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,1.944331234,2.6770252589999997,1.32442492
1,Deaths,22,Fiji,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,193.44845780968,280.13322427095,120.44768163495
1,Deaths,22,Fiji,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,21.688888955,31.407736242,13.504250092
1,Deaths,22,Fiji,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,17.92342070894,24.449300110931,13.637021576766
1,Deaths,22,Fiji,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,2.009522723,2.7411857449999997,1.5289439029999998
1,Deaths,178,Eritrea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,21289.013496547,30701.434797411,15204.261295619
1,Deaths,178,Eritrea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,406.094873324,585.639849305,290.026236326
1,Deaths,178,Eritrea,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,1319.3573151193,3265.9894607351,344.69440879159
1,Deaths,178,Eritrea,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,25.167170678999998,62.299810816,6.575157749
1,Deaths,178,Eritrea,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,2925.2850784693,3578.3515345671,2366.2377875505
1,Deaths,178,Eritrea,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,55.800762493,68.25822056300001,45.136755216
1,Deaths,178,Eritrea,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,2037.6896288361,3273.9534815473,1190.7735897681
1,Deaths,178,Eritrea,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,38.869591662999994,62.451726990000004,22.714394436
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,6266102.8650381,6527174.2109278,6042747.4971637
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,213.895086199,222.80681878299998,206.270790659
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,156965.82939647,186502.78989709,137148.28899574
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,5.358070121,6.366322486,4.6815930550000004
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,1433380.1330805,1496815.8719244,1371958.6176852
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,48.928812612,51.094207446999995,46.832169755
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,168317.90427841,209744.43876638,132640.11827336
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,5.745576345,7.159681991,4.52770546
1,Deaths,218,Togo,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,33431.623689084,39255.666269643,28664.985884986
1,Deaths,218,Togo,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,457.797106355,537.548819557,392.524991184
1,Deaths,218,Togo,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,766.56288988496,1454.4222768577,321.23770571333
1,Deaths,218,Togo,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,10.496955655999999,19.916181918,4.398879537
1,Deaths,218,Togo,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,5972.9867292694,6825.7565738248,5183.1946610201
1,Deaths,218,Togo,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,81.791297998,93.468732666,70.976256393
1,Deaths,218,Togo,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,1035.8311082477,2003.9082517684,550.18891116494
1,Deaths,218,Togo,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,14.184188331000001,27.440587291,7.534030738
1,Deaths,349,Greenland,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,29.090587877938,32.919180910672,23.436524698442
1,Deaths,349,Greenland,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,53.847872186,60.934753856,43.381965951999995
1,Deaths,349,Greenland,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,0.2285842551732,0.33508039914104,0.16612450829962
1,Deaths,349,Greenland,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.42311880859999995,0.6202475561,0.30750327369999997
1,Deaths,349,Greenland,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,13.328991641896,15.367836807449,11.50573895284
1,Deaths,349,Greenland,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,24.672510335,28.446494251999997,21.297593776
1,Deaths,349,Greenland,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,0.40880381662728,0.48166457921527,0.25264629822147
1,Deaths,349,Greenland,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,0.7567125976,0.8915808394,0.46765862859999996
1,Deaths,32,Central Asia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,59436.203206002,64159.999479416,55407.389000705
1,Deaths,32,Central Asia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,68.315851968,73.745375266,63.685141504
1,Deaths,32,Central Asia,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,546.52933920115,616.39270431051,476.26634543637
1,Deaths,32,Central Asia,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.6281797595999999,0.7084805475,0.5474195859000001
1,Deaths,32,Central Asia,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,19552.80305617,21636.010693293,17603.218431645
1,Deaths,32,Central Asia,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,22.47395314,24.868387845,20.233103714
1,Deaths,32,Central Asia,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,404.66695089463,573.34632282009,330.22057764511
1,Deaths,32,Central Asia,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,0.4651234121,0.6590031262,0.3795548764
1,Deaths,111,Dominican Republic,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,9208.7822641791,10408.643027966,8104.3855888893
1,Deaths,111,Dominican Republic,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,87.454763707,98.849704955,76.96643588100001
1,Deaths,111,Dominican Republic,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,115.73006154323,144.22251776517,92.288436433249
1,Deaths,111,Dominican Republic,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,1.099075325,1.369665006,0.8764528502000001
1,Deaths,111,Dominican Republic,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,2731.2841617883,3328.0277068189,2223.6182684056
1,Deaths,111,Dominican Republic,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,25.938698673,31.605904222999996,21.117451251
1,Deaths,111,Dominican Republic,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,258.83325737741,448.85712808908,205.540856823
1,Deaths,111,Dominican Republic,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,2.458110248,4.262745642,1.9519982740000001
1,Deaths,4744,EU and EFTA,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,238647.56061188,247837.95636514,227969.90392003
1,Deaths,4744,EU and EFTA,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,45.00982468,46.743170242000005,42.995979311
1,Deaths,4744,EU and EFTA,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,400.97871383415,429.16408469242,369.57989404089
1,Deaths,4744,EU and EFTA,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.07562609312,0.08094195891,0.06970415711
1,Deaths,4744,EU and EFTA,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,7764.952419795,8454.0720716814,6785.5166254741
1,Deaths,4744,EU and EFTA,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,1.4644992010000002,1.5944697220000001,1.279773915
1,Deaths,4744,EU and EFTA,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,6943.0074262408,7947.7459402022,6052.8570554857
1,Deaths,4744,EU and EFTA,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,1.309477284,1.498974689,1.141591565
1,Deaths,62,Russia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,80804.084482371,84809.107296428,76892.027226421
1,Deaths,62,Russia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,54.554012604,57.25796218,51.912828349
1,Deaths,62,Russia,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,340.04501850643,397.71528669752,292.36395020401
1,Deaths,62,Russia,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.2295777449,0.26851321310000004,0.19738638460000002
1,Deaths,62,Russia,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,5389.5910186183,5894.4932120589,4673.2583770743
1,Deaths,62,Russia,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,3.638724593,3.979603935,3.155100421
1,Deaths,62,Russia,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,803.62482858831,875.89984397681,735.73492640657
1,Deaths,62,Russia,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,0.5425587005,0.5913544101,0.4967235327
1,Deaths,121,Bolivia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,14552.76382588,16733.769108136,12458.759690358
1,Deaths,121,Bolivia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,135.165813845,155.42295295699998,115.716736764
1,Deaths,52,Romania,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,7181.3854165061,7728.041657386,6674.5147065574
1,Deaths,52,Romania,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,36.777352216,39.576890413,34.181561205
1,Deaths,52,Romania,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,33.881133812359,40.196043989153,28.371648468656
1,Deaths,52,Romania,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.173512251,0.20585221139999998,0.1452970423
1,Deaths,52,Romania,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,393.26731375243,526.14105952683,283.6202974089
1,Deaths,52,Romania,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,2.014002712,2.6944764610000003,1.452477863
1,Deaths,52,Romania,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,80.395463298989,89.418729120059,68.816584551564
1,Deaths,52,Romania,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,0.4117217031,0.45793171920000003,0.3524238764
1,Deaths,179,Ethiopia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,335020.1056202,418941.71822129,272264.69445421
1,Deaths,179,Ethiopia,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,336.934369989,421.33550159600003,273.820385337
1,Deaths,179,Ethiopia,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,13016.657193766,28518.878773004,5496.7347042641
1,Deaths,179,Ethiopia,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,13.091032451000002,28.681833645999998,5.528142356
1,Deaths,179,Ethiopia,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,61617.677214161,70111.207341442,53179.478130981
1,Deaths,179,Ethiopia,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,61.969755916,70.511817466,53.483340889
1,Deaths,179,Ethiopia,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,18889.201480897,29367.420292566,11141.322843616
1,Deaths,179,Ethiopia,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,18.997132429,29.535221984000003,11.204983457
1,Deaths,208,Guinea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,72874.160241529,84987.573844255,61981.982250186
1,Deaths,208,Guinea,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,579.577498138,675.916997716,492.950621992
1,Deaths,208,Guinea,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,2778.9824975683,4874.9953891654,1120.3249316273
1,Deaths,208,Guinea,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,22.101601644000002,38.771459367,8.910086763
1,Deaths,208,Guinea,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,11806.61546039,13816.086659989,9875.785378728
1,Deaths,208,Guinea,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,93.89951592300001,109.881092794,78.54338036899999
1,Deaths,208,Guinea,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,2733.1220991651,5196.437735467,1354.1734303499
1,Deaths,208,Guinea,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,21.736868075,41.327931103,10.769913933
1,Deaths,42,Central Europe,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2015,36836.062157641,38586.081148211,35192.769850702
1,Deaths,42,Central Europe,3,Both,22,All Ages,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2015,31.565071549,33.064675517000005,30.156923458
1,Deaths,42,Central Europe,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,110.51682345693,119.49282433948,101.13682691848
1,Deaths,42,Central Europe,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,0.09470261375,0.10239421039999999,0.08666483495
1,Deaths,42,Central Europe,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,2462.6666422398,2853.9513211921,2127.5805494732
1,Deaths,42,Central Europe,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,2.110275818,2.445570317,1.823138155
1,Deaths,42,Central Europe,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,405.73830158043,433.86567432302,379.01501106382
1,Deaths,42,Central Europe,3,Both,22,All Ages,386,Nutritional deficiencies,3,Rate,2015,0.34767990660000003,0.3717824484,0.3247805353
1,Deaths,121,Bolivia,3,Both,22,All Ages,366,Maternal disorders,1,Number,2015,365.87747157049,508.4836740793,258.8083519383
1,Deaths,121,Bolivia,3,Both,22,All Ages,366,Maternal disorders,3,Rate,2015,3.398263652,4.722787344,2.403807412
1,Deaths,121,Bolivia,3,Both,22,All Ages,380,Neonatal disorders,1,Number,2015,3355.0387945273,4099.7969892437,2624.7175404027
1,Deaths,121,Bolivia,3,Both,22,All Ages,380,Neonatal disorders,3,Rate,2015,31.161541119000002,38.0788435,24.378330272
1,Deaths,121,Bolivia,3,Both,22,All Ages,386,Nutritional deficiencies,1,Number,2015,1065.9784979906,1479.427473401,769.14588776561
